name,Complexity,Copy Number
integralwithverylonghook.rle,16.0,3
ak47reaction.rle,37.50412520626031,7
figureeightonbeluchenkosp13.rle,48.42297114855742,2
hookwithtwotails.rle,16.0,4
fourskewedblocks_synth.rle,31.004800240012,10
fumaroleonrichsp16.rle,42.075103755187754,2
p48lwss.rle,298.8590429521476,20
b52bomber.rle,87.977598879944,22
longboatonboat.rle,15.0,16
98p25.rle,69.64018200910046,11
ak94.rle,90.25981299064954,19
htomwssrep72.rle,309.1998099904995,18
ak94_synth.rle,546.4742237111856,19
introvert.rle,44.69993499674984,7
98p25_synth.rle,427.56102805140256,2
almostknightship.rle,194.7120356017801,14
bts.rle,19.0,21
achimsotherp16.rle,83.50037501875093,14
almosymmetric.rle,21.0,13
inverteddoubleclaw.rle,15.0,8
achimsp11.rle,56.6362818140907,24
hookwithnine.rle,16.0,33
jasonsp156.rle,91.87539376968849,7
alternateeater5.rle,20.0,1
jormungantsgtoh.rle,98.04815240762038,13
alternatepiorbital.rle,134.01575078753936,18
alternatewickstretcher1.rle,91.39786989349467,1
achimsp144.rle,50.34396719835991,24
inflectedlongsnake.rle,13.0,3
amphisbaena.rle,16.0,33
kleinbottle.rle,147.2609630481524,19
ants.rle,9.022101105055253,48
achimsp144_synth.rle,112.89379468973448,1
knightwavesupported.rle,374.50307515375766,15
l112functions.rle,150.8582429121456,35
achimsp16.rle,37.50012500625031,18
inflexion.rle,13.0,9
anvil.rle,22.99529976498825,22
fusewithtwolongtails.rle,13.0,5
integralwithcishook.rle,15.0,4
achimsp16_synth.rle,190.70273513675684,18
longboattieship.rle,15.0,15
achimsp4.rle,33.74998749937497,21
apps.rle,117.84634231711586,15
integralwithhookandtail.rle,16.0,5
l156variants.rle,322.36761838091905,37
average.rle,30.0,58
achimsp4_synth.rle,112.66263313165658,21
lightspeedcrawler.rle,55.112605630281514,4
achimsp8.rle,23.749987499374967,23
hookwithtailhooksiamesesnake.rle,11.0,6
p52emu2.rle,1950.3002650132505,23
integralwithlonghookandtub.rle,15.0,3
babblingbrook1.rle,35.74993749687484,3
acorn.rle,14.010550527526377,29
b29.rle,0.06225311265563278,32
fourmoldshasslingeightblocks.rle,58.63498174908745,6
