index,name,Complexity,Memetic Copy Number,Object Discovery Year
2537,p52rpentominohassler.rle,82.78818940947048,2.0,1996
2395,period246glidergun.rle,83.09480474023701,2.0,1996
3140,rr56h.rle,45.07995399769988,6.0,1996
2319,glidertoblock.rle,36.0178008900445,11.0,1996
2273,r190.rle,78.97144857242861,15.0,1996
215,46p4h1v0.rle,33.00890044502225,26.0,1996
2266,fx119.rle,52.255862793139656,36.0,1996
1801,snail.rle,37.84354217710885,26.0,1996
2314,fx77.rle,94.12665633281664,45.0,1996
2402,period690glidergun.rle,74.3249662483124,3.0,1996
1827,stargate.rle,450.59782989149454,11.0,1996
2368,p184gun.rle,56.37196859842992,13.0,1996
1855,swan.rle,16.100105005250263,26.0,1996
2317,gliderstopper.rle,73.02670133506675,8.0,1996
1432,p5760unitlifecell.rle,1713.0460023001149,8.0,1996
2267,fx158.rle,73.96869843492175,19.0,1996
1642,hf95p.rle,86.66313315665784,11.0,1997
2327,hfx58b.rle,164.44267213360666,11.0,1997
2399,period44mwssgun.rle,170.37006850342516,6.0,1997
2263,f116.rle,57.0382019100955,19.0,1997
1144,herscheltransmitterstable.rle,54.87839391969598,19.0,1997
438,babblingbrook1.rle,35.74993749687484,3.0,1997
1914,totalaperiodic.rle,90.05685284264213,13.0,1997
827,champagneglass.rle,36.0,7.0,1997
1206,jaws.rle,3556.469647185564,12.0,1997
1404,p15prepulsarspaceship.rle,107.05330266513326,6.0,1997
161,258p3onachimsp11.rle,125.2725636281814,4.0,1997
1130,hebdarole.rle,55.0,18.0,1997
2406,pf35w.rle,50.98189909495475,14.0,1997
1992,trueperiod24gun.rle,133.70153507675383,2.0,1997
1442,p59herschelloop1.rle,1536.3086654332717,8.0,1997
165,44p14.rle,36.214310715535774,6.0,1997
2265,f166.rle,64.0642032101605,21.0,1997
1067,fx153.rle,66.06250312515625,21.0,1997
1809,spider.rle,20.11200560028001,58.0,1997
261,54p17.1.rle,36.58817940897045,14.0,1997
2274,rx202.rle,80.06890344517225,15.0,1997
155,258p3.rle,85.33326666333316,20.0,1997
2258,rf48h.rle,77.06065303265163,17.0,1997
2398,period44glidergun.rle,118.28071403570178,7.0,1997
1449,p61herschelloop2.rle,582.838791939597,10.0,1997
886,coesp8.rle,18.24981249062453,29.0,1997
144,29p9.rle,31.44437221861093,12.0,1997
1002,elkiesp5.rle,21.8000400020001,12.0,1997
1435,p57herschelloop1.rle,978.8393419670984,11.0,1997
2271,lx200.rle,84.0050002500125,20.0,1997
2081,vacuumgun.rle,134.085604280214,8.0,1997
1481,pipsquirter1.rle,35.83329166458323,14.0,1997
2268,fx176.rle,89.032801640082,17.0,1997
2091,waveguide1.rle,16.567278363918195,3.0,1997
8,168p22.1.rle,77.77278863943197,12.0,1997
226,28p7.1.rle,29.71428571428571,21.0,1998
2261,bx125.rle,60.10790539526976,13.0,1998
178,28p7.2.rle,26.285714285714285,15.0,1998
1332,mosquito1.rle,1691.1509575478774,11.0,1998
2381,p5bouncer.rle,65.1981599079954,11.0,1998
273,41p7.2.rle,34.14285714285714,21.0,1998
2083,wasp.rle,15.56472823641182,17.0,1998
374,7inarowcordership.rle,199.048402420121,12.0,1998
1340,mosquito4.rle,4439.758750837036,10.0,1998
1560,prepulsarspaceship.rle,118.43122156107805,15.0,1998
2278,silvergtoh.rle,114.2825641282064,10.0,1998
1753,silversreflector.rle,102.51682584129206,3.0,1998
384,8enginecordership.rle,102.39476973848691,7.0,1998
2383,p6bouncer.rle,44.588529426471325,9.0,1998
2262,bx222.rle,83.08445422271113,24.0,1998
1342,mosquito5.rle,4812.381915118243,12.0,1998
2389,p8bouncer.rle,34.10080504025201,16.0,1998
166,37p10.1.rle,32.69998499924996,11.0,1998
1846,superfountain.rle,99.99994999749988,13.0,1998
2386,p7bouncer.rle,61.46892344617231,17.0,1998
935,deepcell.rle,1833.974498724936,16.0,1998
1339,mosquito3.rle,4465.204148348552,10.0,1998
2259,rneminus19t84.rle,38.008850442522125,13.0,1998
297,6enginecordership.rle,152.65078253912694,9.0,1998
894,diuresis.rle,75.9104455222761,14.0,1998
1830,thumb1.rle,27.88884444222211,29.0,1998
1336,mosquito2.rle,2091.7738386919345,10.0,1998
2277,callahangtoh.rle,62.95439771988599,24.0,1998
1322,orion2.rle,10.04905245262263,15.0,1999
801,canadagoose.rle,11.112705635281763,27.0,1999
2240,barbershop.rle,2903.566228311416,10.0,1999
1486,pipsquirter2.rle,44.85714285714285,15.0,1999
268,400p49.rle,168.3673183659183,6.0,1999
1061,glideremulator.rle,33.80974048702435,4.0,1999
673,blockstacker.rle,2584.843092154608,19.0,1999
2333,jasonsp33.rle,54.48437421871093,20.0,2000
946,dragon.rle,61.96369818490924,43.0,2000
901,crab.rle,14.102055102755138,51.0,2000
824,catacryst.rle,1869.8247912395616,20.0,2000
44,134p39.1.rle,68.10245512275614,10.0,2000
1991,turingmachine.rle,8376.76823841192,46.0,2000
3243,wings.rle,15.096254812740636,42.0,2000
978,edgerepairspaceship2.rle,25.055352767638382,6.0,2000
1007,fermatprimecalculator.rle,4481.300736635804,19.0,2000
1849,teeth.rle,1409.0123506175307,12.0,2000
3154,silversp5onsnake.rle,19.79993999699985,31.0,2000
1307,metacatacryst.rle,1648.3542177108857,23.0,2000
2220,72p6h2v0.rle,23.20226011300565,6.0,2000
188,36p22.rle,40.95414770738537,15.0,2000
132,30p5h2v0.rle,9.029001450072505,38.0,2000
2094,weekender.rle,0.072153607680384,64.0,2000
531,p6thumb.rle,26.666683334166702,21.0,2000
127,295p5h1v1.rle,58.836691834591726,20.0,2000
1986,trueperiod22gun.rle,108.85414270713537,4.0,2000
2363,p130shuttle.rle,85.48162408120406,10.0,2001
68,55p9h3v0.rle,20.17000850042502,11.0,2001
1600,quadpseudostilllife.rle,29.0,22.0,2001
447,backrake1.rle,60.6274813740687,14.0,2001
1967,triplepseudostilllife.rle,23.0,18.0,2001
750,boojumreflector.rle,58.10510525526277,23.0,2001
925,cooloutconjecture.rle,0.0029001450072503,8.0,2001
1058,frothingpuffer.rle,110.10195509775488,9.0,2001
568,blom.rle,34.0302015100755,9.0,2002
1174,infinitelwsshotel.rle,1117.6755837791889,10.0,2002
2365,p15bouncer.rle,39.323316165808286,9.0,2002
1075,gabrielsp138.rle,55.83274163708185,28.0,2002
244,50p35.rle,52.05635281764088,11.0,2002
1853,123p27.1.rle,56.99994999749988,11.0,2002
141,31p8h4v0.rle,58.24666233311665,16.0,2002
394,98p25.rle,69.64018200910046,11.0,2002
1219,karelsp15.rle,35.73253662683134,19.0,2002
1420,p24shuttle.rle,41.83334166708335,13.0,2002
325,69p48.rle,40.79173958697935,13.0,2002
768,bricklayer.rle,435.3855692784639,15.0,2002
1041,foureatershasslingfourbookends.rle,58.61078053902695,6.0,2002
2045,vgun.rle,7144.915245762288,8.0,2003
0,,,,2003
304,6enginecordershipgun.rle,6296.891744587229,4.0,2003
1000,firespitting.rle,19.0,25.0,2003
367,p435gun.rle,258.48962448122404,4.0,2003
487,p60bheptominoshuttle.rle,67.82894144707235,4.0,2003
1203,jasonsp11.rle,64.54527726386318,7.0,2003
4309,p4pipsquirteroriginal.rle,49.50002500125006,5.0,2003
2280,131c31climber.rle,43.05200260013,6.0,2003
2384,p6shuttle.rle,28.666583329166457,6.0,2004
1217,justyna.rle,48.71033551677584,9.0,2004
0,160p10h2v0.rle,20.234361718085903,7.0,2004
440,b29.rle,0.0622531126556327,32.0,2004
187,p156gun.rle,109.41742087104356,11.0,2004
400,almostknightship.rle,194.7120356017801,14.0,2004
4223,35p4h1v1.rle,13.11605580279014,6.0,2004
1443,p59herschelloop2.rle,1328.2055602780138,5.0,2004
1215,jsp36.rle,57.83299164958248,7.0,2004
241,3enginecordership.rle,121.5456772838642,19.0,2004
687,blonker.rle,21.833241662083104,17.0,2004
1156,iwona.rle,72.68953447672384,21.0,2004
1358,onepergeneration.rle,36.69233461673083,4.0,2005
324,5enginecordership.rle,187.71763588179408,10.0,2005
349,7468m.rle,13.03315165758288,11.0,2005
2241,tnosedp5.rle,80.20011000550028,5.0,2005
213,37p7.1.rle,33.14285714285714,24.0,2005
1218,lidka.rle,47.14380719035952,18.0,2005
2385,p72quasishuttle.rle,64.72243612180608,7.0,2005
1091,halfmax.rle,1175.5766288314414,20.0,2005
357,86p5h1v1.rle,19.484024201210055,12.0,2005
923,crane.rle,24.1973598679934,10.0,2005
1838,switchenginechannel.rle,171.13470673533675,9.0,2005
283,4enginecordership.rle,111.5348767438372,13.0,2005
3301,33p4h1v1.rle,16.54407720386019,8.0,2005
120,23334m.rle,18.008000400020002,8.0,2005
1702,seal.rle,27.191259562978143,25.0,2005
1193,jaggedlines.rle,209.36851842592128,13.0,2005
770,brokenlines.rle,934.9701485074252,8.0,2005
2419,ruler.rle,379.2121606080304,14.0,2005
1823,94p27.1.rle,55.963048152407616,9.0,2005
1346,movingsawtooth.rle,354.63058152907644,15.0,2005
2288,f171.rle,60.02970148507425,19.0,2006
1046,gottsdots.rle,605.0081504075204,12.0,2006
2307,demultiplexer.rle,42.04705235261763,15.0,2006
159,274p6h1v0.rle,111.00575028751436,13.0,2006
4064,shipplusfishhook.rle,15.0,17.0,2006
1593,rileysbreeder.rle,413.0371518575929,5.0,2006
131,235c79climber.rle,56.65378268913445,11.0,2006
2558,sidewinder.rle,18.167958397919897,8.0,2006
288,67p5h1v1.rle,22.31896594829741,14.0,2006
3190,trafficlightsextruder.rle,5356.781839091955,9.0,2006
180,26cellquadraticgrowth.rle,904.774438721936,17.0,2006
1109,honeybit.rle,34.00405020251012,14.0,2006
915,cyclic.rle,27.499974998749934,40.0,2006
1378,otcametapixel.rle,5798.187517317817,43.0,2006
1126,heavyweightvolcano.rle,54.599929996499824,36.0,2007
309,78p70.rle,66.92974648732437,12.0,2007
2004,landoflakes.rle,28.0,9.0,2007
2470,52p84.rle,45.07100355017751,6.0,2007
1744,karelsp177.rle,131.24701235061752,21.0,2007
289,88p28.rle,75.71223561178059,8.0,2007
1235,lightspeedoscillator3.rle,261.4001200060003,4.0,2007
1232,lightspeedoscillator2.rle,143.80014000700035,4.0,2007
2003,foureaters.rle,31.0,30.0,2007
1227,lightspeedoscillator1.rle,123.2000100005,4.0,2007
2532,p25prepulsarshuttle.rle,58.28011400570029,7.0,2007
152,35201m.rle,168.71573578678934,13.0,2008
1026,eve.rle,30.05035251762588,4.0,2008
1414,p1megacell.rle,11836.605025773197,2.0,2008
1629,scotsp5.rle,22.400020001000048,10.0,2008
45,114p6h1v0.rle,67.62403120156007,21.0,2008
557,44p12.3.rle,37.499274963748185,19.0,2009
123,128p10.2.rle,77.99989999499975,9.0,2009
1634,beluchenkosp37.rle,91.29206460323016,13.0,2009
189,26p40.rle,34.44982249112456,4.0,2009
1391,p11pinwheel.rle,54.90909545477274,5.0,2009
310,56p6h1v0.rle,52.38311915595779,25.0,2009
2641,bigabehindtwolwss.rle,9.055352767638382,49.0,2009
7,487tickreflector.rle,182.63468173408668,7.0,2009
2466,46p10.rle,45.00005000250013,7.0,2009
2194,maximumvolatilitygun.rle,2538.5347767388366,4.0,2009
77,beluchenkosp51.rle,98.40237011850591,13.0,2009
2551,period88glidergun.rle,123.01535076753837,8.0,2009
227,38p7.2.rle,33.42857142857143,31.0,2009
1518,period59gun.rle,26441.672463768115,9.0,2009
27,48p22.1.rle,42.999799989999495,12.0,2009
137,34p13.rle,30.846242312115603,14.0,2009
2609,68p32.rle,58.499974998749934,13.0,2009
1990,rectifier.rle,63.05255262763138,38.0,2009
308,6inarowcordership.rle,123.09685484274212,6.0,2010
317,58p5h1v1.rle,24.14830741537077,42.0,2010
276,56p27.rle,60.2237611880594,33.0,2010
1373,p32blinkerhassler2.rle,68.46897344867243,8.0,2010
1297,mmp11.rle,46.99989999499975,7.0,2010
1005,ellisonp4hwemulator.rle,36.24986249312465,17.0,2010
296,c5diagonalrake.rle,856.3381169058453,6.0,2010
1410,p44trafficlighthassler.rle,114.31671583579178,6.0,2010
2139,110p62.rle,87.44837241862093,6.0,2010
264,48p31.rle,49.67623381169058,19.0,2010
2221,74p8h2v0.rle,13.125206260313016,5.0,2010
143,24p10.rle,27.8000400020001,14.0,2010
2110,merzenichsp64.rle,42.84339216960848,23.0,2010
11,132p37.rle,113.89194459722984,9.0,2010
1050,fred.rle,104.3359167958398,14.0,2010
2062,universalturingmachine.rle,35534.55445544555,26.0,2010
2465,44p10.rle,36.00010000500025,4.0,2010
39,32829m.rle,100.74018700935046,6.0,2010
1670,sawtooth260.rle,190.5177258862943,11.0,2010
1371,p32blinkerhassler.rle,55.406220311015545,10.0,2010
977,ed.rle,189.5918295914796,44.0,2010
1510,period45glidergun.rle,114.55317765888294,12.0,2010
951,edna.rle,83.38421921096054,11.0,2010
1022,flyingwing.rle,221.5776788839442,12.0,2010
3557,r126.rle,49.07065353267663,9.0,2011
1512,period48pihassler.rle,76.08210410520526,3.0,2011
61,40514m.rle,213.21016050802535,10.0,2011
2318,gliderto2blocks.rle,34.02430121506075,9.0,2011
2940,lobster.rle,33.56882844142207,16.0,2011
1863,swine.rle,57.19985999299965,11.0,2011
1312,montana.rle,30.200010000500026,3.0,2011
1389,p11doublelengthsignalinjector.rle,77.63633181659083,4.0,2011
2168,pulsarpixeldisplay.rle,18014.26842362128,6.0,2011
1305,merzenichp18.rle,41.05555277763888,2.0,2011
2315,g4receiver.rle,86.74953747687384,14.0,2011
322,5blink.rle,29.399869993499674,9.0,2011
105,1xnquadraticgrowth.rle,12034.394379844962,2.0,2011
361,77p6h1v1.rle,38.2167608380419,18.0,2011
3871,period113glidergun.rle,92.64583229161458,4.0,2012
194,37p4h1v0.rle,0.1452072603630181,18.0,2012
4225,86p6h3v0.rle,41.13225661283064,5.0,2012
3393,hlx111r.rle,58.014800740037,9.0,2012
2534,p31glidershuttle.rle,109.126406320316,124.0,2012
1405,p26glidershuttle.rle,119.26681334066704,14.0,2012
623,statorlessp3.rle,68.66648332416621,10.0,2012
2378,p4reflector.rle,130.2741637081854,7.0,2012
4,31.4.rle,24.0,17.0,2013
1503,period20glidergun.rle,247.54427721386068,3.0,2013
1786,snark.rle,45.006800340017,209.0,2013
2123,31c240reaction.rle,33.162358117905896,5.0,2013
2255,135degreemwsstog.rle,26.00525026251313,7.0,2013
1216,loafer.rle,23.65143257162858,82.0,2013
142,347c156climber.rle,193.70553527676384,7.0,2013
697,centuryeatersl.rle,22.0,15.0,2013
1639,corderheisenburpmodeld.rle,435.8809440472023,7.0,2013
4379,p67snarkloop.rle,147.4357217860893,6.0,2013
395,ak94.rle,90.25981299064954,19.0,2013
0,,,,2013
1377,p43gliderloop.rle,135.0230011500575,3.0,2013
1508,period40glidergun.rle,692.0119005950297,10.0,2013
1708,semisnark.rle,40.00905045252262,40.0,2013
140,24cellquadraticgrowth.rle,1287.5431271563575,9.0,2014
1207,jaydot.rle,0.1411070553527676,9.0,2014
589,spiralgrowth.rle,4885.6091488129705,16.0,2014
1538,pufferfish.rle,32.01650082504125,46.0,2014
2180,65p48.rle,42.479173958697935,10.0,2014
2599,50p9.rle,31.77768888444422,14.0,2014
2098,weekenderdistaff.rle,1564.9673483674185,14.0,2014
318,c12rpentominocrawler.rle,70.41302065103255,2.0,2014
2474,90p51.rle,55.90164508225411,10.0,2014
1148,honeythieves.rle,36.235061753087656,24.0,2014
167,25cellquadraticgrowth.rle,1219.5062753137656,8.0,2014
1546,pufferfishspaceship.rle,85.065203260163,46.0,2014
1871,switchenginepingpong.rle,913.4458222911144,24.0,2014
1159,hookwithtail.rle,11.0,144.0,2014
483,p29trafficfarmhassler.rle,77.65508275413771,9.0,2015
2524,ocellus.rle,60.45612280614031,5.0,2015
0,,,,2015
2256,brx46b.rle,25.031501575078757,17.0,2015
3871,period113glidergun.rle,92.64583229161458,4.0,2015
42,53p13.rle,36.38436921846092,15.0,2015
22,blx19r.rle,29.53632681634081,9.0,2015
74,gtolwss.rle,237.3297164858243,6.0,2015
612,simkinsp60.rle,61.49862493124656,10.0,2015
1605,quadraticsawtooth.rle,2950.741587079354,13.0,2015
2468,50p92.1.rle,63.76773838691934,11.0,2015
2243,sw1t43.rle,49.55292764638232,8.0,2015
0,,,,2015
2069,hl75p.rle,86.66403320166008,10.0,2015
1655,sawtooth177.rle,206.3852692634632,13.0,2015
2257,bne14t30.rle,32.07710385519276,9.0,2015
1412,p18honeyfarmhassler.rle,57.16645832291614,7.0,2015
4281,cbx37cconduit.rle,36.4409220461023,6.0,2015
50,35p12.rle,32.916645832291614,9.0,2015
2200,b60.rle,51.94134706735336,12.0,2015
0,,,,2015
2237,sidesnagger.rle,24.0,15.0,2015
2331,htomwss.rle,122.67853392669632,18.0,2015
1887,tloglogtgrowth.rle,1344.5981799089957,7.0,2015
0,,,,2015
188,36p22.rle,40.95414770738537,15.0,2015
2433,syringe.rle,117.16490824541226,89.0,2015
2276,beehivestopper.rle,42.065703285164254,5.0,2015
1754,simkinglidergun.rle,49.87864393219661,37.0,2015
0,,,,2015
4222,34p5h2v0.rle,8.03675183759188,5.0,2015
1577,prepulsarshuttle58.rle,69.6544827241362,3.0,2015
1669,sawtooth201.rle,399.23911195559776,6.0,2015
2084,45degreemwsstog.rle,53.4351217560878,14.0,2015
1664,sawtooth181.rle,261.6810840542027,9.0,2015
3565,rx262.rle,106.13030651532576,7.0,2015
1533,ponyexpress.rle,130.64278213910694,15.0,2015
104,271c72climber.rle,201.05690284514225,6.0,2016
2133,84p87.rle,82.77168858442921,14.0,2016
1387,p35honeyfarmhassler.rle,43.65733286664333,13.0,2016
780,twoblockershasslingrpentomino.rle,41.12495624781239,17.0,2016
774,bumper.rle,29.000050002500124,105.0,2016
0,,,,2016
1565,p28prepulsarshuttle.rle,52.28536426821341,11.0,2016
2202,spaghettimonster.rle,145.4433221661083,32.0,2016
334,600p6h1v0.rle,170.4079203960198,5.0,2016
2477,132p7.rle,62.57142857142857,14.0,2016
926,copperhead.rle,24.988999449972496,68.0,2016
2387,p7bumper.rle,41.37496874843742,13.0,2016
1659,rattlesnake.rle,32.6362818140907,54.0,2016
996,fireship.rle,42.448722436121805,32.0,2016
62,bx106.rle,146.08445422271112,16.0,2016
2400,period48glidergun.rle,146.00095004750236,24.0,2016
908,cthulhu.rle,28.0,18.0,2016
394,98p25.rle,69.64018200910046,11.0,2016
906,cloverleafinterchange.rle,31.0,12.0,2016
1522,period61glidergun.rle,1560.578378918946,22.0,2016
2531,p21honeyfarmhassler.rle,52.33166658332917,124.0,2016
2390,p8bumper.rle,32.23226161308065,11.0,2016
2366,p15bumper.rle,38.44742237111856,10.0,2016
0,,,,2016
32,112p15.rle,73.39786989349467,12.0,2016
1591,richsp16.rle,35.93754687734386,53.0,2016
2362,p11bumper.rle,57.4479223961198,8.0,2016
592,birthdaypuffer.rle,584.4358717935896,7.0,2016
1096,grandfatherproblemsolved.rle,153.95709785489274,28.0,2016
3145,scorbiesplitter.rle,78.00290014500725,8.0,2016
3964,p68glidergun2016bb114x63.rle,251.61498074903744,8.0,2016
1834,statorlessp5.rle,40.800040002000095,15.0,2016
2392,p9bumper.rle,41.29041452072603,13.0,2016
2177,cismirroredprofessor.rle,31.0,41.0,2016
2375,p4bumper.rle,35.60198009900495,11.0,2016
2382,p5bumper.rle,44.7908395419771,13.0,2016
0,,,,2017
2235,tremisnark.rle,43.0,14.0,2017
2154,hydra.rle,12046.329268292682,14.0,2017
556,mwssgun1.rle,119.00850042502124,10.0,2017
2376,p4colourchangingcenark.rle,84.48657432871643,7.0,2017
2302,ccsemicenark.rle,68.98244912245612,12.0,2017
60,28p7.3.rle,28.71428571428571,28.0,2017
1369,24827m.rle,5.158107905395269,6.0,2017
2306,cpsemicenark.rle,56.007200360018,13.0,2017
2404,period92glidergun.rle,93.19280964048204,3.0,2017
2377,p4colourpreservingcenark.rle,72.99974998749937,5.0,2017
2234,cpsemisnark.rle,48.0,13.0,2017
3371,f131.rle,78.94784739236961,6.0,2017
597,runnynose.rle,20.999899994999748,7.0,2017
2226,2enginecordership.rle,69.4021201060053,61.0,2017
2224,tannersp46.rle,45.67483374168708,30.0,2017
2233,quadrisnark.rle,51.0,19.0,2017
2124,339p7h1v0.rle,121.46127306365318,11.0,2017
2193,68p9.rle,49.77718885944297,19.0,2018
136,lwssgun1.rle,139.0758037901895,3.0,2018
3965,p68glidergun2018bb118x57.rle,263.0645532276613,8.0,2018
514,p64tbh.rle,44.92189609480474,9.0,2018
94,68p16.rle,57.06230311515576,11.0,2018
245,cottonmouth.rle,42.19185959297965,8.0,2018
2448,wilma.rle,187.56407820391016,10.0,2018
2253,54p3h1v0.rle,9.075953797689884,6.0,2018
4052,p5quintisnark.rle,75.15270763538176,11.0,2018
31,34p14shuttle.rle,34.928546427321365,66.0,2018
527,p36shuttle.rle,54.02735136756838,9.0,2018
480,period52gun5.rle,373.5820291014551,14.0,2018
82,33p3.1.rle,30.999949997499872,10.0,2018
2248,sirrobin.rle,198.1504575228761,50.0,2018
452,209p8.rle,90.12500625031252,8.0,2018
54,bronco.rle,94.93819690984547,16.0,2018
2371,p3bumper.rle,38.40537026851342,15.0,2018
63,55p10.rle,42.10000500025001,26.0,2018
71,42883m.rle,82.78678933946696,6.0,2018
409,jormungantsgtoh.rle,98.04815240762038,13.0,2018
2338,linecrosser.rle,3117.6753337666883,14.0,2018
2397,period33gun.rle,143.85914295714784,8.0,2018
2449,42100m.rle,60.692134606730335,11.0,2018
2401,period52gun.rle,1913.478023901195,23.0,2018
577,p5pipsquirter.rle,35.400070003500176,8.0,2018
0,,,,2018
3953,p4bouncer.rle,82.73113655682783,11.0,2018
4229,mwssbehindcoeship.rle,19.047302365118256,3.0,2018
2391,p9bouncer.rle,46.0506025301265,11.0,2018
1025,64p6.rle,39.499974998749934,4.0,2019
2610,180p8.rle,71.6246812340617,13.0,2019
1402,47575m.rle,41.91154557727887,11.0,2019
1995,davidhilbert.rle,75.08645432271614,38.0,2019
1905,scholar.rle,61.46602330116506,14.0,2019
1858,66p13.rle,43.4615230761538,29.0,2019
327,duelingbanjos.rle,52.16765838291914,20.0,2019
2473,74p85.rle,52.44687234361718,10.0,2019
249,r49.rle,114.82859142957147,27.0,2019
1946,p49skewedpulsarhassler.rle,466.182009100455,8.0,2019
2033,186p7h2v0.rle,17.629581479073952,8.0,2020
2486,anura.rle,33.58072903645182,17.0,2020
4220,23p4h2v0tagalongonlwss.rle,15.060503025151258,9.0,2020
2559,soba.rle,58.2255612780639,16.0,2020
2017,silverfish.rle,40820.04421768707,17.0,2020
2489,beehivepushcatalyst.rle,37.0,14.0,2020
2512,doodah.rle,14.159757987899397,13.0,2020
3063,p143bandersnatchloop.rle,115.67918395919796,9.0,2020
2087,4inarowcordership.rle,98.34716735836793,6.0,2020
2475,104p9.rle,55.88894444722236,15.0,2020
3997,congalineswitchengineextender.rle,932.8501925096256,2.0,2020
1999,49768m.rle,64.9713985699285,10.0,2020
2070,l122.rle,74.11495574778739,17.0,2020
2550,period28glidergun.rle,279.89194459722984,22.0,2020
2044,409p6h1v0.rle,355.7690384519226,7.0,2020
2055,bandersnatch.rle,60.04300215010751,41.0,2020
1939,robsp16.rle,23.12495624781239,49.0,2020
2555,rauccisp217.rle,207.887194359718,9.0,2021
3409,p4syringe.rle,73.12840642032101,4.0,2021
2545,p576rhassler.rle,121.14710735536777,7.0,2021
2607,62p7.rle,43.85714285714285,14.0,2021
2520,nihonium.rle,97.80679033951697,10.0,2021
3062,p128wingshuttle.rle,84.3747187359368,9.0,2021
3966,p68glidergun2021bb79x68.rle,257.2176608830441,8.0,2021
3037,p11dominosparker.rle,36.181859092954646,12.0,2021
2903,period174glidergun.rle,96.38646932346616,21.0,2021
3162,strictlyvolatilep4.rle,183.00055002750136,11.0,2021
2480,50093m.rle,66.97174858742937,12.0,2021
2400,period48glidergun.rle,146.00095004750236,24.0,2021
2364,p144gun.rle,72.98669933496674,5.0,2021
2544,p486hasslerpopulation.rle,113.84379218960947,7.0,2021
3028,p3pipsquirter.rle,28.666683334166702,10.0,2021
4049,72p21.rle,64.66498324916246,6.0,2021
2869,p32honeyfarmhassler.rle,47.37491874593729,124.0,2021
3095,trueperiod54gun.rle,77.65478273913695,12.0,2021
2539,p96honeyfarmhassler.rle,63.3979198959948,124.0,2021
3166,threequarterstrafficlightcatalyst.rle,20.99994999749988,3.0,2021
2815,gallus.rle,67.12230611530576,7.0,2021
3036,p11bouncer.rle,43.65643282164108,8.0,2021
2483,52513m.rle,77.52872643632182,17.0,2021
2608,66p62.rle,58.563078153907696,12.0,2021
2530,p21bhassler.rle,72.14385719285964,13.0,2021
2560,sprayer.rle,155.29741487074352,17.0,2021
1002,elkiesp5.rle,21.8000400020001,12.0,2021
2541,p196pihassler.rle,66.71003550177508,14.0,2021
2563,tnosedp7.rle,41.85714285714285,7.0,2021
2478,754p7.rle,215.8571428571429,17.0,2021
2554,rauccisp74.rle,82.02735136756837,10.0,2021
3059,p76piheptominohassler3.rle,55.04725236261813,21.0,2021
0,,,,2021
3096,trueperiod55gun.rle,84.90589529476473,10.0,2021
2552,period117gun.rle,110.16370818540926,13.0,2021
3718,36p25.rle,34.88014400720036,9.0,2022
3320,58p37.rle,55.700235011750586,17.0,2022
3796,p166rpentominohassler.rle,79.70838541927095,52.0,2022
3582,unsynthesizableoscillator1.rle,226.0,4.0,2022
3562,rauccisp102.rle,63.47922396119806,7.0,2022
3871,period113glidergun.rle,92.64583229161458,4.0,2022
3529,p146piheptominohassler.rle,56.71313565678284,12.0,2022
3967,p68glidergun2022bb56x35.rle,144.88269413470672,8.0,2022
3806,52p44.rle,53.22726136306815,7.0,2022
3852,p73lumpsofmuckhassler.rle,73.6730836541827,39.0,2022
3356,charitysp16.rle,30.375018750937546,19.0,2022
3787,p86rpentominohassler.rle,113.43297164858242,9.0,2022
3030,p4assistedperiod28glidergun.rle,109.5728786439322,10.0,2022
3264,30p3.rle,27.666483324166208,9.0,2022
3751,p34piheptominohassler.rle,77.8514425721286,8.0,2022
3824,p23piheptominohassler.rle,59.65298264913245,3.0,2022
3897,diamondback.rle,31.363618180909043,8.0,2022
3329,74p34.rle,64.23341167058352,22.0,2022
3414,p6dominofountain.rle,39.83329166458323,7.0,2022
3917,p59glidershuttle.rle,146.7298364918246,93.0,2022
3821,p16assistedp32glidergun.rle,94.48817440872044,8.0,2022
3232,twinbeesshuttleon21p4.1.rle,51.83884194209711,8.0,2022
3423,p10dominofountain.rle,66.10010500525026,11.0,2022
3810,76p86.rle,69.23951197559877,11.0,2022
3397,hrx65r.rle,73.7850392519626,13.0,2022
3719,70p26.rle,56.19150957547877,14.0,2022
3299,30p25.rle,36.88009400470023,48.0,2022
3313,43p54.rle,48.79598979948997,14.0,2022
3510,p84honeyfarmhassler.rle,57.4367218360918,93.0,2022
3618,p49rpentominohassler.rle,104.7742387119356,7.0,2022
3292,22cellquadraticgrowth.rle,677.5693284664233,7.0,2022
2585,44p38.rle,49.918345917295866,27.0,2022
3813,92p23.rle,84.43532176608831,12.0,2022
2596,35p12h6v0.rle,7.142707135356767,12.0,2022
3707,p822hdreflector.rle,44.630281514075705,14.0,2022
3499,p58piheptominohassler.rle,64.41807090354517,13.0,2022
3302,34p7.rle,33.14285714285714,35.0,2022
3973,period34glidergun.rle,149.1861593079654,10.0,2022
3648,p11thumb.rle,32.181859092954646,8.0,2022
3332,84p199.rle,95.01545077253864,15.0,2022
2016,twirlingttetsons2.rle,47.93264663233161,19.0,2022
2611,232p7h3v0.rle,62.571878593929696,14.0,2022
4282,cl48cconduit.rle,51.448022401120056,8.0,2022
3288,20cellquadraticgrowth.rle,382.1594579728986,11.0,2022
0,,,,2022
2400,period48glidergun.rle,146.00095004750236,24.0,2022
3792,p111rpentominohassler.rle,144.14955747787388,93.0,2022
