"apgcode","occurrences"
"yl768_1_236_20a5fd62461212cd8bbd4f6a5e493bd4","3"
"yl768_1_239_3c89939fad4af7a6db3f72db0d494aab","2"
"yl768_1_194_9a1bf6da5f02efcc051867661cbdd72f","1"
"yl768_1_195_d44e806afabb65460eb06226fb7f3816","1"
"yl768_1_206_886cb6aef0a5f53ad76cad771dd783b3","1"
"yl768_1_209_b584288d668a6dbc9cc0c5444d8c2e41","1"
"yl768_1_228_92e8a508e756230f738fbc86fc8086a1","1"
"yl768_1_230_0d1de292483417effb74a1ca0b1e2ba8","1"
"yl768_1_232_7e05c4231e1fe3cb818093cc97338928","1"
"yl768_1_250_69204d80f829d17b51970915449205cb","1"
"yl768_1_255_8bb07ef2b1e0a7cc8c75f72ae0e93f14","1"
"yl768_1_274_aabec7e146be26592afd32c35b75da0c","1"
"yl768_1_275_f71dfa64f0a7c940b143697ea5820cbe","1"
"yl768_1_279_29e65b9f8c379783477347a84babf024","1"
"yl768_1_292_8634654bac3d1e446fccd92d53e8de16","1"
"yl768_1_296_59126cbd694baffafd89066ed7467a10","1"
"yl768_1_296_b4dea091e615ad759a68c89ac1abb8c1","1"
"yl768_1_296_bcbc519a43a3b380c0cee8e68df43688","1"
"yl768_1_297_16484893f13a1f18762f606293cbaf21","1"
"yl768_1_301_2c463ee001b84692b129a722cec6f20d","1"
"yl768_1_303_9d3c8ce4fe8652b4341c886240ff7910","1"
"yl768_1_311_f1ca00b8a933069cb4e88153e276a1f6","1"
"yl768_1_313_cb2892e8d9f9a83a4b97b18cd4ffdb0c","1"
"yl768_1_314_3abbe6b099cead4da91654dc7a94ae85","1"
"yl768_1_314_f6d08126dca22d8b962090a23529a4be","1"
"yl768_1_319_16ded56b1a96ef2471f3102d818f1799","1"
"yl768_1_339_914a5db2afe853711300a56926a29cea","1"
"yl768_1_343_ce0094178420359da1c30bfec8ea82f5","1"
"yl768_1_356_add9792ef0dc3a28a576a927ce030a9a","1"
"yl768_1_370_f67e7428b5746ce8828a1cbf03ba84c8","1"
"yl768_1_373_e424dc63f73285173bc680cbbe2e522f","1"
"yl768_1_385_eb44ef60d96d6509cbe1ea2928004737","1"
"yl768_1_449_0e0e1471bb2f9ccf4dfe46aec57f4f67","1"
"yl768_1_479_e99f26b77656bc7b3d5b81e8ba82c7be","1"
"yl768_2_548_814ffa35eaff593be00b4c4908b03bc4","1"
"yl768_2_634_6ea5bcbcad826ce95c26e44747c9e95d","1"
