"apgcode","occurrences"
"yl384_1_59_7aeb1999980c43b4945fb7fcdb023326","1404840003"
"yl384_1_59_14c650b58076b33bd689d25c6add2153","73"
"yl384_1_59_ceb23cc78958c12c0e269a13cb793cfd","34"
"yl384_1_59_bdf1b92273c822b05343d1ecb03514f0","3"
"yl384_1_100_cdb946fb9caaff172aa7bbc0e89e1fa6","2"
"yl384_1_105_fb8a0dfccab029fd2741d319dcf826ce","2"
"yl384_1_118_01487ea06cb03b62d50461c22f02b3db","2"
"yl384_1_158_ddc709fac2aea060f204df78d0fa3550","2"
"yl384_1_59_62ab2425c03e72ad9cec7243120510cd","2"
"yl384_1_59_6f05dd25995bd739be371e2100b0a563","2"
"yl384_1_93_f8d66dfbdf2330c3e9fac786d1b7995d","2"
"yl384_3_440_135a8a3a947797ab44ce4f3c3b7df09e","2"
"yl384_1_100_824a893f9c546e14a7d65dda6a5f663a","1"
"yl384_1_101_a5004a2b5f8398689c05f66b389b8329","1"
"yl384_1_102_83ec324f60abffc14e79a220b8470846","1"
"yl384_1_103_9c0a86eeac29247c2dac47d00bad5002","1"
"yl384_1_105_15bef902996db40881436e51c0dc89a8","1"
"yl384_1_106_89a1cc34c77190093456eb9a49da269f","1"
"yl384_1_106_c80f0f2b808d9f7661fbd0b5b2f01795","1"
"yl384_1_107_82ef4f9d39c7fb3ca5f5a84b9cbf7fce","1"
"yl384_1_108_754ca5fe75c034645b049aae06343ab4","1"
"yl384_1_109_8cbf49a0e5dedc1ce8088855cbbf4da8","1"
"yl384_1_109_d1a5c283384f56e04db6cb565d8e980c","1"
"yl384_1_111_69fc1bf57750c983516219b6e5b7f7be","1"
"yl384_1_111_ff52fd2ee8a1a83264b061a8dd08ba38","1"
"yl384_1_112_0ffaeb55f91c79767591c52731470957","1"
"yl384_1_112_9cf5da1abc386dc41a549234d1fbda78","1"
"yl384_1_112_b71599811f718beb61d58022ec600208","1"
"yl384_1_113_2c263ce8080225316c4a28a1e40f5a14","1"
"yl384_1_113_86ef4edd846ce7a74098a689f06e899d","1"
"yl384_1_114_a33f3f2b80700d857c299eb91581cc6d","1"
"yl384_1_115_900a9f836bb3d56e457b01681f74953f","1"
"yl384_1_116_4682a5a813d2a61d492b408fe01aa7dd","1"
"yl384_1_117_44e4cd5053dc1a4b8979f5690ee7886b","1"
"yl384_1_118_0cf3a638153cf2e643d40900012c8880","1"
"yl384_1_118_13b5078de99f01d6484eb05094c5c603","1"
"yl384_1_118_1993aa4537ebb1a4d9f9adee84d5197e","1"
"yl384_1_118_2042df3eaafefa454ea0c0179d2339de","1"
"yl384_1_118_30db82f6631e4ebd38bb3de2a49f9ff9","1"
"yl384_1_118_3a356dd26ac32668a4d3538d95ad6ab5","1"
"yl384_1_118_60bde2bb5e02a7d20e8d5b008910fd59","1"
"yl384_1_118_943dc44be84a49458950708bdcb23f67","1"
"yl384_1_118_97d669aef2335c010d9cb496002a8384","1"
"yl384_1_118_a9fa368b3267467a126641243d5e6fb0","1"
"yl384_1_118_b0fb8b37a68167ce41ef0cc73451e489","1"
"yl384_1_118_b3b58cbad1dfee3ef0f5183b08f054be","1"
"yl384_1_118_b6fff4618d6f3de886d60456badd88f6","1"
