"apgcode","occurrences"
"yl288_1_53_b5c62e39414e5402a72d0203460e4daf","33"
"yl288_1_56_4c596f7a8911603f6f714da9ef7a028b","11"
"yl288_1_56_0dabaf3a5fa93d5fbecd881f2046b7ff","4"
"yl288_1_56_58333e54f163ea35be4a6b327b1144ec","4"
"yl288_1_56_7ff6c7ef3b4e1a1922ee2427c1762905","3"
"yl288_1_69_41a37e29664bd5ba644166b471769e8d","3"
"yl288_1_44_bb0fb2048815da27f2565c79289a897c","2"
"yl288_1_56_3fc2005e7e5b969513fc25cae9f41119","2"
"yl288_1_60_06ce8637ad7a7e17067523c3afd66d88","2"
"yl288_1_60_09d4b3ed68ac22ad174cf84f1315f2c9","2"
"yl288_1_60_cde8117e24af294755dcdab05a57b803","2"
"yl288_1_88_58c1607a53399edae149d1208a06c0d8","2"
"yl288_1_45_3c432bb770609156805845cdbca2ff3d","1"
"yl288_1_45_6b771bef1e4bef663765e0c8f045bd57","1"
"yl288_1_48_5964ad509b6298ec161fad35d02572ed","1"
"yl288_1_48_6b131086c2f60875b67c295276ad61c0","1"
"yl288_1_48_ddb7a8f875d282057e652e6d4cd213b3","1"
"yl288_1_50_1dfded5681f9e1cd86b72b78f5245701","1"
"yl288_1_50_442b29341deb05d3e492412b1629d5b6","1"
"yl288_1_50_6a37ebc99bdaeddc3bc120d2636b4e14","1"
"yl288_1_50_6eede31b00c8dd1a74b5c31d59d63364","1"
"yl288_1_50_775ab6437b2b371a66c8bb4580276032","1"
"yl288_1_52_4d4469122929aa952a4810d97cd72fc7","1"
"yl288_1_52_b7af631f84859da0108a8a031df73047","1"
"yl288_1_52_ce6b77756a8bd1bac4ca47861fbc0a7f","1"
"yl288_1_53_2d190eac0947b8957808122b7460fd79","1"
"yl288_1_53_3fc0176780e9320de1c1e9f46ba5c808","1"
"yl288_1_53_75d2207da6b4c584a5f583912d7a1f7f","1"
"yl288_1_53_86446d1a55ce18f37611d7d02a125ad1","1"
"yl288_1_53_90feae179b48ab90547bfc2cb7e45314","1"
"yl288_1_53_c475c44af808ebd5ee9eb14cdc30fc92","1"
"yl288_1_53_d44f1a4e559b794549229eb968083eb4","1"
"yl288_1_53_e1090cec6b7761148c94774b3fead447","1"
"yl288_1_53_fb6ea57241a58475a88442bb6feed197","1"
"yl288_1_55_cfeedbbe2dd32dff0b01c788b3f4d047","1"
"yl288_1_56_0084b8455d06845909f7ca421bf82e9e","1"
"yl288_1_56_0396e2595cf80cfb57ccb63968de5795","1"
"yl288_1_56_0bdeeab2b2481cdd47e911385c9f1052","1"
"yl288_1_56_0d632af7a84481068b52003eae427c5e","1"
"yl288_1_56_0ffa26f73725f7780527590847de2d19","1"
