"apgcode","occurrences"
"yl2304_1_516_2b6a209b0ca8c524ee690ea66ef6ceb7","2"
"yl2304_1_1027_039149a70467f17014a32ae9ccc0f4d9","1"
"yl2304_1_1027_be67d9851f2a1509e28493315e935e16","1"
"yl2304_1_1062_eb35911fe42d6efede57fdd57b62dc3c","1"
"yl2304_1_1105_4595f182e23bbe11246dc7dbae6db82d","1"
"yl2304_1_1105_593fca125f1a4724bcf6f6a02dee631b","1"
"yl2304_1_1105_99c20ccea9d6ac99f342c39450369683","1"
"yl2304_1_1105_a0812ce79267c2a9b2f9c125599c05ce","1"
"yl2304_1_1115_01e7d5492bb124cbe83a2759115a5a7c","1"
"yl2304_1_1115_27b1db18a45f1cf4c697ee5e866f992d","1"
"yl2304_1_1115_b5cb0a809b9806ccb7e040889a861bab","1"
"yl2304_1_1152_33720d185ccadf6d8e2d7fab33ff5f7e","1"
"yl2304_1_1189_c84b4cc5092d0e6fe22e24de0b17de5a","1"
"yl2304_1_1191_8ecc12fdee85fcfebcca9d8f94bc76e7","1"
"yl2304_1_1233_ee8feb9628725b7f20337ffe60c5b513","1"
"yl2304_1_1331_4e5c07f5ff8d2f047121784bbb7aeb0d","1"
"yl2304_1_1331_a0581800a08080c9eddb5a89516e1242","1"
"yl2304_1_1553_7ddf2125170b121a099d591e2588e1fb","1"
"yl2304_1_516_39817b3959aef4c2f49d0ba4f9d94c92","1"
"yl2304_1_673_cf610df18000f5b77f0801d26ade5863","1"
"yl2304_1_673_d150c88d9243e9ffe808ee04d4ac2c74","1"
"yl2304_1_701_37444e0e8e2460b76d2c33b346435d35","1"
"yl2304_1_725_cc193632abf9a7b47099065cf5a3ac44","1"
"yl2304_1_735_392e372147fdd4d4d0dc269304907b1b","1"
"yl2304_1_735_9165b89e6fc6e65ec92107f07c9946dd","1"
"yl2304_1_744_2e0b874af66882d50ffb912a86133077","1"
"yl2304_1_744_4aece58ed7dac3ff3553f823dc641497","1"
"yl2304_1_762_5e831512608b518e7d467028d863c469","1"
"yl2304_1_850_aac5c62ff25ddd439b69694e1bba4d4f","1"
"yl2304_1_850_fb6a8aa4bdc5542d12b1bd14696391bf","1"
"yl2304_1_857_2592f2be9f3123065f9780816987a701","1"
"yl2304_1_857_4dba96b9b87c0b0cf9628341124b37f1","1"
"yl2304_1_857_7d931b6d29acf3d82142a2071315b874","1"
"yl2304_1_857_89faca8cc2769d05a0973de6d8ff4708","1"
"yl2304_1_887_4ea40fdbc9d8537b416b4213bf179f10","1"
"yl2304_1_887_a8ff0bca3127a484f2fb2896ce463cab","1"
"yl2304_1_912_a17653b96ae7c7319e550bdcfddb0f28","1"
"yl2304_1_923_6db81aab0cdfea78b5a611bec4b267af","1"
"yl2304_1_926_5aeb2474947faca519b04b22107a5f7d","1"
"yl2304_1_926_b344cb32947f6314e6602dde43f291fb","1"
"yl2304_1_926_d8f387f5bd464aa92e5e3edfdb49a97e","1"
"yl2304_1_945_81a695a57522f627963ee7e25a78ed74","1"
"yl2304_1_977_c4816deac2c73a34470f360f62da7a3f","1"
"yl2304_2016_04_28","1"
"yl2304_2016_08_07","1"
"yl2304_2_1846_eef760ecea07af1f563b472869c785e6","1"
"yl2304_2_1998_89db6a4605c3848eafe9166e0d825308","1"
"yl2304_2_2208_993c2bc96ec64b172329c03a4ab87c14","1"
"yl2304_2_3072_e3961b759d4ef5f1d03eba3292745148","1"
"yl2304_3_3158_c847ddd7e8a16b94dfedb635454c2e99","1"
