"apgcode","occurrences"
"xs30_69b8b96z69d1d96","1285488"
"xs30_caabaacz355d553","226713"
"xs30_69mgmiozo4q2qi6z01","70821"
"xs30_69b8b9cz69d1d93","58788"
"xs30_0okie0u1da4zca26221","29815"
"xs30_cid1u0u1diczx23032","6563"
"xs30_69b88c0cczx330311d96","5534"
"xs30_raabgz0dl5ozx12596","4716"
"xs30_651u0u156zw9f0f9","4307"
"xs30_69bqik8zo4kmia4z011","3550"
"xs30_c8970v18oz311d9611","2993"
"xs30_4a9e0e96z25970796","2713"
"xs30_69bqicz4aaaa4ozx321","2684"
"xs30_6a88b9aczx359d1156","2300"
"xs30_c8alla8cz315aa513","2117"
"xs30_3iabaarz0dd1dd","1833"
"xs30_8e1t2c88gz330fgr11","1659"
"xs30_ca2s0si52sgzw230eio","1581"
"xs30_x69b8b96zg88m953z121","1415"
"xs30_65lmzraahzckld","1378"
"xs30_3lkkl3z320147079a4","1200"
"xs30_039s0s93z6a87078a6","1110"
"xs30_g88bbgz8lllldzx66","1070"
"xs30_ca178brz319lld","777"
"xs30_g8e1t6zolll8z6226","753"
"xs30_xok46164kozg84q22acz121","664"
"xs30_6a88baacz6511d553","649"
"xs30_651u0u156zwdb0bd","628"
"xs30_wciiriiczwg8kicz2543","589"
"xs30_660u1u0mkk8zw11078d","578"
"xs30_4a9riicz8k4miiczw11","538"
"xs30_xgg08u156zmmgf0ddz1","536"
"xs30_39e0u156zc97079c","535"
"xs30_255mggzwhaaahz8kkd11","481"
"xs30_651u0u156zwbd0db","455"
"xs30_6t1e8gz0o5ll8z3543","434"
"xs30_2llmzhaaahz8lld","433"
"xs30_69b8b96z255ll3zx11","421"
"xs30_c89n8bqicz178b6","377"
"xs30_69mgmiczo4q2qicz01","369"
"xs30_69b8b96zw69d1d96","360"
"xs30_69b8b9a4zwml553zw11","357"
"xs30_69mgm96zo4q2q4oz01x1","330"
"xs30_2llmggozhaaq226z121","326"
"xs30_0cil9abgzckgf0f9","318"
"xs30_0caab8b96z6511d96","306"
"xs30_5b8baaczad1d553","302"
"xs30_0gilligzhaaaaq1z123","297"
"xs30_69b88a6z0gill3z32w23","291"
"xs30_g8e1t6z0dl5ozx12596","286"
"xs30_3lkljgzpie0eip","274"
"xs30_ca2s0s2qb96z3543w1","263"
"xs30_69b8b96z2ll553z011","262"
"xs30_caab8b96z355d96","250"
"xs30_mk48c2mkiarz1011321","245"
"xs30_g88e1t2sgz1255d543","239"
"xs30_69b8b96z321311d96","233"
"xs30_cc0s2ll2z330fgld","229"
"xs30_069b8b96z31p5p13zx1","225"
"xs30_651u0u156zw9f0dd","223"
"xs30_699egmicz6997066","212"
"xs30_069b8b96zg88m953z121","210"
"xs30_oo0u1u0u156z0c87011","206"
"xs30_3p6gmiczw1qq2qic","184"
"xs30_69bq1v0raiczx1221","172"
"xs30_069r2qcz6a87078a6","171"
"xs30_2lligz0haaahz8ll91","170"
"xs30_cimkihe0e96zx62ac","168"
"xs30_0g88e1t6z3kld11z01ac","164"
"xs30_0mll2z1qaahzw125aic","164"
"xs30_069b8b96z355d553","149"
"xs30_g88bb88bpicz1230352","149"
"xs30_2llmz1qaahzw125aic","146"
"xs30_651u8wgzxol55dz3543","145"
"xs30_69e0o4ozcie034b853","138"
"xs30_69ab88a6z695d1156","130"
"xs30_0oe1lmzo81v0qrz011","127"
"xs30_69b88cikoz69d1156","127"
"xs30_8e1u0mmz330fgmd","127"
"xs30_xokkm1u066z69706221","125"
"xs30_35a88b96zca511d96","123"
"xs30_cimkihu06a4zx6aa6","120"
"xs30_0md1u0mmzc970743","111"
"xs30_69b8b9ab96zx3553","110"
"xs30_259e0e9jz069d1dd","109"
"xs30_0caabqi4oz2552y03453","108"
"xs30_2llmgmicz346062ac","108"
"xs30_0g8ka9la4oz122dia521","106"
"xs30_8kkjqicz4aaimiczx1","105"
"xs30_02ll2sgzckgf0fgkc","103"
"xs30_0j1u0u93z121047069a4","102"
"xs30_y0g88m596zxo5ldz69521","100"
"xs30_0j9e0ep3zc97079c","97"
"xs30_39mgmiczg4q2qicz11","92"
"xs30_651u0u156zwbd0dd","92"
"xs30_0g8o0u93z2fgv0qr","89"
