"apgcode","occurrences"
"yl1536_1_593_0199d1485c083e35bd19f3e9856ac8b9","2"
"yl1536_1_1057_b794ed5ce3fa84c35c671350ea551b65","1"
"yl1536_1_1189_0866138e12cf0d6cc372ade61c458f31","1"
"yl1536_1_1189_32acbf9a6e6530a9fab3baa10735c659","1"
"yl1536_1_408_e255f22b11729b4e98703e7deaad4cad","1"
"yl1536_1_454_552a261f72f1115c4f3a1b9a2636119f","1"
"yl1536_1_541_c2078570efe72ebedbc44eac917b059f","1"
"yl1536_1_562_d5c17c047e34a6f4d605ccc4571c2590","1"
"yl1536_1_571_141a13cb7b73cbe6c276037525e7ce10","1"
"yl1536_1_582_c969c1509b6f6f14f5ca67521eb2aad4","1"
"yl1536_1_611_b074dc39350710284912d910035f3427","1"
"yl1536_1_670_c112eaca26bc74473562ce9d23d3fb91","1"
"yl1536_1_695_77318e3c33337fb7d9e955ff9e384a98","1"
"yl1536_1_759_f98cb771aa0c23fcab475114f35a7c4a","1"
"yl1536_1_792_0da8fa2d2102f1fbbb61e52f5afae06d","1"
"yl1536_2_1478_475be8bc25feb662b2ca2ab13661d2fb","1"
"yl1536_2_1768_381f140b640341677db2b7c37c9703a8","1"
